id,matchtime,mainteam,visitteam,m_score,v_score
3601,2008-3-26,叙利亚,阿联酋,1,1
3621,2017-11-11,南非,塞内加,0,2
3622,2017-10-7,南非,布基纳,3,1
3623,2017-9-6,南非,佛得角,1,2
3626,2017-7-7,南非,纳米比,1,0
3629,2017-6-14,南非,赞比亚,1,2
3630,2017-3-29,南非,安哥拉,0,0
3631,2017-3-25,南非,几内比绍,3,1
3632,2016-10-12,南非,加纳,1,1
3633,2016-9-7,南非,埃及,1,0
3634,2016-9-3,南非,毛里塔尼,1,1
3640,2016-3-30,南非,喀麦隆,0,0
3641,2015-11-18,南非,安哥拉,1,0
3645,2015-6-16,南非,安哥拉,2,1
3646,2015-6-13,南非,冈比亚,0,0
3653,2015-1-20,南非,阿尔及,1,3
3656,2014-11-15,南非,苏丹,2,1
3657,2014-10-16,南非,刚果,0,0
3658,2014-9-11,南非,尼日利,0,0
3659,2014-3-6,南非,巴西,0,5
3663,2013-11-20,南非,西班牙,1,0
3665,2013-9-7,南非,博茨瓦,4,1
3666,2018-5-26,中国,缅甸,1,0
3667,2018-3-26,中国,捷克,1,4
3668,2018-3-22,中国,威尔士,0,6
3669,2017-12-16,中国,朝鲜,1,1
3670,2017-11-14,中国,哥伦比,0,4
3671,2017-11-10,中国,塞尔维,0,2
3672,2017-8-31,中国,乌兹别,1,0
3673,2017-6-7,中国,菲律宾,8,1
3674,2017-3-23,中国,韩国,1,0
3675,2017-1-14,中国,克罗地,1,1
3676,2017-1-10,中国,冰岛,0,2
3677,2016-11-15,中国,卡塔尔,0,0
3679,2016-10-6,中国,叙利亚,0,1
3680,2016-9-6,中国,伊朗,0,0
3681,2016-6-7,中国,哈萨克,0,1
3682,2016-6-3,中国,特立尼,4,2
3683,2016-3-29,中国,卡塔尔,2,0
3684,2016-3-24,中国,马尔代,4,0
3686,2015-9-8,中国,马尔代,3,0
3688,2015-8-9,中国,日本,1,1
3689,2015-8-5,中国,朝鲜,2,0
3690,2015-8-2,中国,韩国,0,2
3691,2015-3-31,中国,突尼斯,1,1
3692,2015-3-27,中国,海地,2,2
3693,2015-1-22,中国,澳大利,0,2
3694,2015-1-18,中国,朝鲜,2,1
3695,2015-1-14,中国,乌兹别,2,1
3700,2014-11-18,中国,洪都拉,0,0
3701,2014-11-14,中国,新西兰,1,1
3702,2014-10-14,中国,巴拉圭,2,1
3703,2014-10-10,中国,泰国,3,0
3704,2014-9-9,中国,约旦,1,1
3705,2014-9-4,中国,科威特,3,1
3706,2014-6-29,中国,马里,1,3
3707,2014-6-22,中国,马其顿,0,0
3709,2013-11-19,中国,沙特,0,0
3710,2013-11-15,中国,印尼,1,0
3711,2013-9-10,中国,马来,2,0
3712,2013-9-6,中国,新加坡,6,1
3713,2013-7-28,中国,澳大利,4,3
3714,2013-6-15,中国,泰国,1,5
3715,2013-6-11,中国,荷兰,0,2
3720,2018-1-28,赞比亚,苏丹,0,1
3721,2018-1-15,赞比亚,乌干达,3,1
3722,2017-11-11,赞比亚,喀麦隆,2,2
3723,2017-9-2,赞比亚,阿尔及,3,1
3726,2017-7-9,赞比亚,津巴布,1,3
3727,2017-7-5,赞比亚,坦桑尼,4,2
3728,2017-6-10,赞比亚,莫桑比,0,1
3729,2016-10-9,赞比亚,尼日利,1,2
3730,2016-9-4,赞比亚,肯尼亚,1,1
3734,2016-3-23,赞比亚,刚果,1,1
3737,2015-11-15,赞比亚,苏丹,2,0
3741,2015-6-13,赞比亚,几内比绍,0,0
3746,2015-1-27,赞比亚,佛得角,0,0
3747,2015-1-18,赞比亚,民刚果,1,1
3748,2014-11-19,赞比亚,佛得角,1,0
3749,2014-10-15,赞比亚,尼日尔,3,0
3754,2013-6-15,赞比亚,苏丹,1,1
3755,2013-6-8,赞比亚,莱索托,4,0
3756,2013-1-25,赞比亚,尼日利,1,1
3757,2013-1-21,赞比亚,埃塞俄,1,1
3760,2012-6-9,赞比亚,加纳,1,0
3761,2012-2-13,赞比亚,科特迪,0,0
3762,2012-2-8,赞比亚,加纳,1,0
3763,2012-2-4,赞比亚,苏丹,3,0
3767,2017-12-25,阿联酋,沙特,0,0
3769,2017-11-14,阿联酋,乌兹别,1,0
3771,2017-8-30,阿联酋,沙特,2,1
3773,2017-3-23,阿联酋,日本,0,2
3774,2016-11-15,阿联酋,伊拉克,2,0
3775,2016-11-9,阿联酋,巴林,2,0
3776,2016-10-6,阿联酋,泰国,3,1
3777,2016-9-6,阿联酋,澳大利,0,1
3778,2016-6-3,阿联酋,约旦,1,3
3780,2016-3-29,阿联酋,沙特,1,1
3781,2016-3-24,阿联酋,巴勒斯,2,0
3785,2015-9-3,阿联酋,马来,10,0
3787,2015-1-11,阿联酋,卡塔尔,4,1
3790,2014-11-25,阿联酋,阿曼,1,0
3795,2014-10-10,阿联酋,澳大利,0,0
3797,2013-11-19,阿联酋,越南,5,0
3799,2013-3-22,阿联酋,乌兹别,2,1
3801,2012-2-29,阿联酋,黎巴嫩,4,2
3803,2011-11-11,阿联酋,韩国,0,2
3804,2011-9-2,阿联酋,科威特,2,3
3806,2011-1-20,阿联酋,伊朗,0,3
3807,2011-1-16,阿联酋,伊拉克,0,1
3808,2011-1-5,阿联酋,澳大利,0,0
3814,2010-1-6,阿联酋,马来,1,0
3816,2018-6-7,白俄,匈牙利,1,1
3817,2017-10-8,白俄,荷兰,1,3
3818,2017-9-3,白俄,瑞典,0,4
3819,2017-6-12,白俄,新西兰,1,0
3820,2017-6-10,白俄,保加利,2,1
3821,2016-10-11,白俄,卢森堡,1,1
3822,2016-9-7,白俄,法国,0,0
3823,2015-10-13,白俄,马其顿,0,0
3824,2015-9-9,白俄,卢森堡,2,0
3825,2015-6-15,白俄,西班牙,0,1
3827,2014-11-19,白俄,墨西哥,3,2
3828,2014-10-13,白俄,斯洛伐,1,3
3829,2014-10-10,白俄,乌克兰,0,2
3831,2013-10-15,白俄,日本,1,0
3832,2013-9-11,白俄,法国,2,4
3834,2013-8-14,白俄,黑山,1,1
3835,2013-6-12,白俄,芬兰,1,1
3836,2012-10-16,白俄,格鲁吉,2,0
3837,2012-10-13,白俄,西班牙,0,4
3839,2011-9-3,白俄,波黑,0,2
3840,2011-8-11,白俄,保加利,1,0
3841,2011-6-8,白俄,卢森堡,2,0
3842,2011-6-4,白俄,法国,1,1
3843,2011-3-29,白俄,加拿大,0,1
3844,2010-10-13,白俄,阿尔巴,2,0
3845,2010-9-8,白俄,罗马尼,0,0
3847,2010-5-28,白俄,洪都拉,2,2
3848,2009-10-10,白俄,哈萨克,4,0
3849,2009-9-10,白俄,乌克兰,0,0
3850,2009-8-13,白俄,克罗地,1,3
3851,2009-6-10,白俄,摩尔多,2,2
3852,2009-6-6,白俄,安道尔,5,1
3853,2008-10-16,白俄,英格兰,1,3
3854,2008-3-27,白俄,土耳其,2,2
3856,2007-11-22,白俄,荷兰,2,1
3857,2007-10-13,白俄,卢森堡,0,1
3858,2007-9-8,白俄,罗马尼,1,3
3859,2007-8-23,白俄,以色列,2,1
3860,2007-6-3,白俄,保加利,0,2
3866,2018-3-24,加拿大,新西兰,1,0
3867,2017-9-3,加拿大,牙买加,2,0
3868,2017-7-15,加拿大,洪都拉,0,0
3869,2017-6-14,加拿大,库拉索,2,1
3870,2016-10-7,加拿大,毛里塔尼,4,0
3871,2016-9-7,加拿大,萨尔瓦,3,1
3872,2016-6-7,加拿大,乌兹别,2,1
3873,2016-3-26,加拿大,墨西哥,0,3
3874,2015-11-14,加拿大,洪都拉,1,0
3875,2015-10-14,加拿大,加纳,1,1
3876,2015-9-5,加拿大,伯利兹,3,0
3877,2015-7-15,加拿大,哥斯达,0,0
3882,2014-10-15,加拿大,哥伦比,0,1
3884,2013-10-16,加拿大,澳大利,0,3
3885,2013-7-8,加拿大,马提尼,0,1
3886,2013-5-29,加拿大,哥斯达,0,1
3887,2013-3-25,加拿大,白俄,0,2
3889,2012-9-8,加拿大,巴拿马,1,0
3890,2012-6-13,加拿大,洪都拉,0,0
3891,2012-6-4,加拿大,美国,0,0
3892,2011-6-15,加拿大,巴拿马,1,1
3893,2011-6-12,加拿大,瓜德罗,1,0
3894,2011-6-2,加拿大,厄瓜多,2,2
3896,2010-9-5,加拿大,秘鲁,0,2
3897,2009-7-19,加拿大,洪都拉,0,1
3898,2009-7-4,加拿大,牙买加,1,0
3900,2008-10-16,加拿大,墨西哥,2,2
3901,2008-9-7,加拿大,洪都拉,1,2
3902,2008-8-21,加拿大,牙买加,1,1
3904,2008-6-5,加拿大,巴拿马,2,2
3906,2007-6-17,加拿大,危地马,3,0
3915,2018-3-27,黎巴嫩,马来,2,1
3916,2017-10-10,黎巴嫩,朝鲜,5,0
3918,2016-11-10,黎巴嫩,巴勒斯,1,1
3919,2016-10-11,黎巴嫩,赤道几,1,1
3920,2016-9-5,黎巴嫩,阿富汗,2,0
3921,2016-9-1,黎巴嫩,约旦,1,1
3922,2016-3-29,黎巴嫩,缅甸,1,1
3923,2015-11-12,黎巴嫩,老挝,7,0
3924,2015-9-8,黎巴嫩,韩国,0,3
3926,2015-6-11,黎巴嫩,科威特,0,1
3928,2013-11-19,黎巴嫩,伊朗,1,4
3929,2013-10-15,黎巴嫩,科威特,1,1
3931,2013-6-5,黎巴嫩,韩国,1,1
3932,2013-3-22,黎巴嫩,泰国,5,2
3933,2012-9-11,黎巴嫩,伊朗,1,0
3934,2012-6-8,黎巴嫩,乌兹别,1,1
3935,2012-6-4,黎巴嫩,卡塔尔,0,1
3936,2011-11-15,黎巴嫩,韩国,2,1
3937,2011-10-11,黎巴嫩,科威特,2,2
3938,2011-9-6,黎巴嫩,阿联酋,3,1
3940,2010-1-6,黎巴嫩,越南,1,1
3941,2009-11-14,黎巴嫩,中国,0,2
3943,2009-1-28,黎巴嫩,叙利亚,0,2
3944,2008-6-22,黎巴嫩,新加坡,1,2
3945,2008-6-8,黎巴嫩,沙特,1,2
3946,2008-2-6,黎巴嫩,乌兹别,0,1
3952,2018-3-27,库拉索,玻利维,1,0
3954,2017-7-17,库拉索,墨西哥,0,2
3955,2017-7-10,库拉索,牙买加,0,2
3957,2015-9-5,库拉索,萨尔瓦,0,1
3963,2018-1-23,乌干达,科特迪,0,0
3964,2018-1-19,乌干达,纳米比,0,1
3965,2017-10-7,乌干达,加纳,0,0
3966,2017-8-31,乌干达,埃及,1,0
3969,2017-1-26,乌干达,马里,1,1
3970,2017-1-8,乌干达,斯洛伐,3,1
3971,2016-11-12,乌干达,刚果,1,0
3972,2016-11-8,乌干达,赞比亚,0,1
3973,2016-9-4,乌干达,科摩罗,1,0
3974,2016-8-30,乌干达,肯尼亚,0,0
3975,2016-3-29,乌干达,布基纳,0,0
3980,2015-11-15,乌干达,多哥,3,0
3983,2015-6-13,乌干达,博茨瓦,2,0
3985,2014-11-15,乌干达,加纳,1,0
3986,2014-10-11,乌干达,多哥,0,1
3987,2014-9-11,乌干达,几内亚,2,0
3991,2013-6-15,乌干达,安哥拉,2,1
3992,2013-6-8,乌干达,利比里,1,0
3993,2012-10-13,乌干达,赞比亚,1,0
3994,2012-6-9,乌干达,塞内加,1,1
4011,2018-1-29,刚果,利比亚,1,1
4012,2018-1-25,刚果,安哥拉,0,0
4013,2018-1-21,刚果,布基纳,2,0
4014,2017-11-12,刚果,乌干达,1,1
4016,2017-9-5,刚果,加纳,1,5
4019,2016-10-9,刚果,埃及,1,2
4021,2016-3-27,刚果,赞比亚,1,1
4022,2015-11-17,刚果,埃塞俄,2,1
4025,2015-6-14,刚果,肯尼亚,1,1
4026,2015-1-31,刚果,民刚果,2,4
4027,2014-11-15,刚果,尼日利,0,2
4028,2014-10-11,刚果,南非,0,2
4029,2014-9-10,刚果,苏丹,2,0
4031,2013-6-15,刚果,布基纳,0,1
4032,2013-3-23,刚果,加蓬,1,0
4046,2018-3-27,阿曼,巴勒斯,1,0
4047,2018-1-5,阿曼,阿联酋,0,0
4049,2017-12-23,阿曼,阿联酋,0,1
4051,2017-9-5,阿曼,马尔代,5,0
4052,2017-8-30,阿曼,阿富汗,2,0
4053,2017-6-3,阿曼,叙利亚,1,1
4054,2017-3-28,阿曼,不丹,14,0
4055,2016-10-11,阿曼,巴林,2,2
4056,2016-10-7,阿曼,约旦,1,1
4058,2016-3-24,阿曼,关岛,1,0
4059,2015-11-12,阿曼,新西兰,0,1
4060,2015-10-13,阿曼,印度,3,0
4061,2015-10-8,阿曼,伊朗,1,1
4062,2015-9-3,阿曼,土库曼,3,1
4064,2015-6-5,阿曼,叙利亚,1,2
4067,2015-1-17,阿曼,科威特,1,0
4068,2014-11-23,阿曼,卡塔尔,1,3
4069,2014-10-13,阿曼,乌拉圭,0,3
4070,2014-10-10,阿曼,哥斯达,3,4
4071,2014-3-5,阿曼,新加坡,3,1
4072,2014-2-1,阿曼,约旦,0,0
4073,2013-6-4,阿曼,伊拉克,1,0
4074,2013-2-6,阿曼,叙利亚,1,0
4075,2012-11-14,阿曼,日本,1,2
4076,2012-10-16,阿曼,约旦,2,1
4077,2012-6-8,阿曼,澳大利,0,0
4078,2012-2-29,阿曼,泰国,2,0
4079,2011-11-11,阿曼,澳大利,1,0
4080,2011-9-2,阿曼,沙特,0,0
4085,2010-10-12,阿曼,智利,0,1
4088,2010-3-3,阿曼,科威特,0,0
4091,2009-11-17,阿曼,巴西,0,2
4092,2009-11-14,阿曼,澳大利,1,2
4097,2017-11-11,加蓬,马里,0,0
4098,2017-10-10,加蓬,贝宁,0,1
4102,2017-1-23,加蓬,喀麦隆,0,0
4103,2017-1-18,加蓬,布基纳,1,1
4104,2017-1-14,加蓬,几内比绍,1,1
4106,2016-10-8,加蓬,摩洛哥,0,0
4108,2016-3-25,加蓬,塞拉利,2,1
4110,2015-11-15,加蓬,莫桑比,1,0
4112,2015-10-13,加蓬,民刚果,1,2
4115,2015-6-15,加蓬,科特迪,0,0
4116,2015-1-22,加蓬,刚果,0,1
4117,2015-1-18,加蓬,布基纳,2,0
4118,2014-11-20,加蓬,莱索托,4,2
4119,2014-10-12,加蓬,布基纳,2,0
4125,2013-6-15,加蓬,尼日尔,4,1
4126,2013-6-8,加蓬,刚果,0,0
4127,2012-11-15,加蓬,葡萄牙,2,2
4129,2012-6-9,加蓬,布基纳,1,0
4130,2012-2-5,加蓬,马里,1,1
4131,2012-2-1,加蓬,突尼斯,1,0
4132,2012-1-28,加蓬,摩洛哥,3,2
4133,2012-1-23,加蓬,尼日尔,2,0
4134,2011-11-11,加蓬,巴西,0,2
4138,2010-1-21,加蓬,赞比亚,1,2
4139,2010-1-17,加蓬,突尼斯,0,0
4141,2009-10-10,加蓬,摩洛哥,3,1
4142,2009-9-5,加蓬,喀麦隆,0,2
4143,2009-6-6,加蓬,多哥,3,0
4146,2018-6-6,卢森堡,格鲁吉,1,0
4147,2018-6-1,卢森堡,塞内加,0,0
4148,2018-3-28,卢森堡,奥地利,0,4
4149,2017-11-10,卢森堡,匈牙利,2,1
4150,2017-10-11,卢森堡,保加利,1,1
4151,2017-9-1,卢森堡,白俄,1,0
4152,2017-6-5,卢森堡,阿尔巴,2,1
4153,2017-3-29,卢森堡,佛得角,0,2
4154,2017-3-26,卢森堡,法国,1,3
4156,2016-11-14,卢森堡,荷兰,1,3
4158,2016-10-8,卢森堡,瑞典,0,1
4159,2016-6-1,卢森堡,尼日利,1,3
4160,2016-3-30,卢森堡,阿尔巴,0,2
4161,2016-3-26,卢森堡,波黑,0,3
4162,2015-11-18,卢森堡,葡萄牙,0,2
4163,2015-11-14,卢森堡,希腊,1,0
4164,2015-10-13,卢森堡,斯洛伐,2,4
4165,2015-9-5,卢森堡,马其顿,1,0
4166,2015-6-10,卢森堡,摩尔多,0,0
4167,2015-4-1,卢森堡,土耳其,1,2
4168,2014-11-16,卢森堡,乌克兰,0,3
4170,2014-10-13,卢森堡,西班牙,0,4
4171,2014-9-9,卢森堡,白俄,1,1
4173,2013-10-12,卢森堡,俄罗斯,0,4
4174,2013-9-11,卢森堡,北爱,3,2
4177,2013-3-23,卢森堡,阿塞拜,0,0
4178,2012-11-15,卢森堡,苏格兰,1,2
4179,2012-10-13,卢森堡,以色列,0,6
4180,2012-9-8,卢森堡,葡萄牙,1,2
4182,2012-3-1,卢森堡,马其顿,2,1
4184,2011-9-7,卢森堡,阿尔巴,2,1
4185,2011-9-3,卢森堡,罗马尼,0,2
4186,2011-6-4,卢森堡,匈牙利,0,1
4187,2011-3-26,卢森堡,法国,0,2
4188,2011-2-10,卢森堡,斯洛伐,2,1
4190,2010-10-9,卢森堡,白俄,0,0
4191,2010-9-4,卢森堡,波黑,0,3
4195,2009-11-15,卢森堡,冰岛,1,1
4196,2018-3-23,塞浦路,黑山,0,0
4197,2017-10-8,塞浦路,希腊,1,2
4198,2017-9-1,塞浦路,波黑,3,2
4199,2017-3-26,塞浦路,爱沙尼,0,0
4200,2017-3-22,塞浦路,哈萨克,3,1
4201,2016-11-14,塞浦路,直布罗,3,1
4202,2016-9-7,塞浦路,比利时,0,3
4203,2015-10-14,塞浦路,波黑,2,3
4204,2015-9-7,塞浦路,比利时,0,1
4205,2015-9-4,塞浦路,威尔士,0,1
4206,2014-11-17,塞浦路,安道尔,5,0
4207,2014-10-11,塞浦路,以色列,1,2
4208,2014-3-6,塞浦路,北爱,0,0
4209,2013-10-15,塞浦路,阿尔巴,0,0
4210,2013-9-11,塞浦路,斯洛文,0,2
4211,2013-3-24,塞浦路,瑞士,0,0
4212,2013-2-6,塞浦路,塞尔维,1,3
4213,2012-11-15,塞浦路,芬兰,0,3
4214,2012-10-17,塞浦路,挪威,1,3
4215,2012-9-12,塞浦路,冰岛,1,0
4216,2011-11-12,塞浦路,苏格兰,1,2
4217,2011-10-8,塞浦路,丹麦,1,4
4218,2011-9-3,塞浦路,葡萄牙,0,4
4220,2011-3-30,塞浦路,保加利,0,1
4221,2011-3-27,塞浦路,冰岛,0,0
4223,2010-10-9,塞浦路,挪威,1,2
4225,2010-3-3,塞浦路,冰岛,0,0
4226,2009-10-11,塞浦路,保加利,4,1
4227,2009-9-6,塞浦路,爱尔兰,1,2
4228,2009-6-7,塞浦路,黑山,2,2
4230,2009-3-29,塞浦路,格鲁吉,2,1
4232,2009-2-11,塞浦路,塞尔维,0,2
4233,2008-11-20,塞浦路,白俄,2,1
4234,2008-9-7,塞浦路,意大利,1,2
4235,2008-2-6,塞浦路,乌克兰,1,1
4236,2007-11-22,塞浦路,捷克,0,2
4237,2007-10-14,塞浦路,威尔士,3,1
4239,2007-3-25,塞浦路,斯洛伐,1,3
4245,2005-11-17,塞浦路,威尔士,1,0
4250,2017-6-11,贝宁,冈比亚,1,0
4253,2016-3-27,贝宁,南苏丹,4,1
4254,2015-11-12,贝宁,布基纳,2,1
4255,2015-9-6,贝宁,马里,1,1
4256,2013-9-8,贝宁,卢旺达,2,0
4258,2013-6-9,贝宁,阿尔及,1,3
4265,2009-10-11,贝宁,加纳,1,0
4266,2009-9-6,贝宁,马里,1,1
4267,2009-6-7,贝宁,苏丹,1,0
4277,2018-3-27,伊拉克,叙利亚,1,1
4278,2018-3-21,伊拉克,卡塔尔,2,3
4279,2018-2-28,伊拉克,沙特,4,1
4281,2017-12-29,伊拉克,也门,3,0
4282,2017-12-27,伊拉克,卡塔尔,2,1
4283,2017-11-13,伊拉克,叙利亚,1,1
4284,2017-10-5,伊拉克,肯尼亚,2,1
4285,2017-9-5,伊拉克,阿联酋,1,0
4286,2017-6-13,伊拉克,日本,1,1
4287,2017-6-8,伊拉克,韩国,0,0
4288,2017-6-1,伊拉克,约旦,1,0
4289,2017-3-23,伊拉克,澳大利,1,1
4290,2016-10-11,伊拉克,泰国,4,0
4291,2016-9-6,伊拉克,沙特,1,2
4292,2016-3-29,伊拉克,越南,1,0
4293,2016-3-24,伊拉克,泰国,2,2
4295,2015-9-3,伊拉克,中华台,5,1
4296,2015-4-1,伊拉克,民刚果,1,0
4298,2015-1-30,伊拉克,阿联酋,2,3
4299,2015-1-20,伊拉克,巴勒斯,2,0
4300,2015-1-16,伊拉克,日本,0,1
4304,2014-3-5,伊拉克,中国,3,1
4306,2013-10-16,伊拉克,沙特,0,2
4307,2013-6-11,伊拉克,日本,0,1
4309,2013-2-6,伊拉克,印尼,1,0
4310,2012-11-14,伊拉克,约旦,1,0
4311,2012-10-16,伊拉克,澳大利,1,2
4312,2012-6-12,伊拉克,阿曼,1,1
4313,2012-2-29,伊拉克,新加坡,7,1
4314,2011-11-11,伊拉克,中国,1,0
4315,2011-9-2,伊拉克,约旦,0,2
4318,2011-1-20,伊拉克,朝鲜,1,0
4319,2011-1-12,伊拉克,伊朗,1,2
4326,2009-6-21,伊拉克,新西兰,0,0
4327,2018-3-25,法罗,列支敦,3,0
4328,2017-10-7,法罗,拉脱维,0,0
4329,2017-9-3,法罗,安道尔,1,0
4330,2017-6-10,法罗,瑞士,0,2
4331,2016-10-11,法罗,葡萄牙,0,6
4332,2016-9-7,法罗,匈牙利,0,0
4333,2015-10-11,法罗,罗马尼,0,3
4334,2015-9-5,法罗,北爱,1,3
4335,2015-6-14,法罗,希腊,2,1
4336,2014-10-15,法罗,匈牙利,0,1
4337,2014-9-8,法罗,芬兰,1,3
4338,2013-10-16,法罗,奥地利,0,3
4339,2013-10-12,法罗,哈萨克,1,1
4340,2013-9-11,法罗,德国,0,3
4341,2012-10-17,法罗,爱尔兰,1,4
4342,2012-10-12,法罗,瑞典,1,2
4343,2011-9-3,法罗,意大利,0,1
4344,2011-6-8,法罗,爱沙尼,2,0
4345,2011-6-4,法罗,斯洛文,0,2
4346,2010-10-12,法罗,北爱,1,1
4347,2010-9-4,法罗,塞尔维,0,3
4348,2009-9-10,法罗,立陶宛,2,1
4349,2009-8-12,法罗,法国,0,1
4350,2009-6-11,法罗,塞尔维,0,2
4351,2008-10-11,法罗,奥地利,1,1
4352,2008-9-11,法罗,罗马尼,0,1
4353,2007-10-13,法罗,法国,0,6
4358,2006-8-17,法罗,格鲁吉,0,6
4359,2005-9-8,法罗,以色列,0,2
4360,2005-8-18,法罗,塞浦路,0,3
4370,2017-11-15,特立尼,圭亚那,1,1
4371,2017-11-12,特立尼,格林纳,2,2
4372,2017-10-11,特立尼,美国,2,1
4373,2017-9-2,特立尼,洪都拉,1,2
4374,2017-8-25,特立尼,牙买加,1,2
4375,2017-3-29,特立尼,墨西哥,0,1
4376,2017-3-25,特立尼,巴拿马,1,0
4377,2016-11-12,特立尼,哥斯达,0,2
4378,2016-9-3,特立尼,危地马,2,2
4379,2016-3-30,特立尼,圣文森特,6,0
4380,2016-1-9,特立尼,海地,0,1
4381,2015-11-18,特立尼,美国,0,0
4382,2015-7-20,特立尼,巴拿马,1,1
4383,2015-7-13,特立尼,古巴,2,0
4384,2015-7-10,特立尼,危地马,3,1
4387,2013-7-13,特立尼,海地,0,2
4388,2009-10-15,特立尼,墨西哥,2,2
4389,2009-9-10,特立尼,美国,0,1
4390,2009-8-13,特立尼,萨尔瓦,1,0
4391,2009-6-7,特立尼,哥斯达,2,3
4392,2009-3-29,特立尼,洪都拉,1,1
4394,2008-11-20,特立尼,古巴,3,0
4395,2008-10-16,特立尼,美国,2,1
4396,2008-9-7,特立尼,危地马,1,1
4399,2008-6-2,特立尼,英格兰,0,3
4401,2007-6-13,特立尼,危地马,1,1
4403,2006-6-10,特立尼,瑞典,0,0
4404,2006-5-11,特立尼,秘鲁,1,1
4406,2005-11-13,特立尼,巴林,1,1
4408,2005-9-4,特立尼,危地马,3,2
4417,2018-3-27,吉尔吉,印度,2,1
4418,2018-3-22,吉尔吉,缅甸,5,1
4422,2016-10-11,吉尔吉,土库曼,1,0
4423,2016-10-6,吉尔吉,黎巴嫩,0,0
4424,2016-9-6,吉尔吉,菲律宾,1,2
4425,2016-8-30,吉尔吉,哈萨克,2,0
4426,2015-11-17,吉尔吉,约旦,1,0
4427,2015-10-13,吉尔吉,孟加拉,2,0
4428,2015-10-8,吉尔吉,塔吉克,2,2
4429,2015-6-16,吉尔吉,澳大利,1,2
4442,2018-3-25,以色列,罗马尼,1,2
4443,2017-10-10,以色列,西班牙,0,1
4444,2017-9-3,以色列,马其顿,0,1
4445,2017-6-12,以色列,阿尔巴,0,3
4446,2017-6-7,以色列,摩尔多,1,1
4448,2016-10-9,以色列,列支敦,2,1
4449,2016-9-6,以色列,意大利,1,3
4450,2015-10-11,以色列,塞浦路,1,2
4451,2015-9-4,以色列,安道尔,4,0
4452,2015-4-1,以色列,比利时,0,1
4453,2015-3-29,以色列,威尔士,0,3
4454,2014-11-17,以色列,波黑,3,0
4455,2014-3-6,以色列,斯洛伐,1,3
4456,2013-10-16,以色列,北爱,1,1
4457,2013-9-8,以色列,阿塞拜,1,1
4458,2013-3-22,以色列,葡萄牙,3,3
4459,2013-2-7,以色列,芬兰,2,1
4460,2012-11-15,以色列,白俄,1,2
4461,2012-10-16,以色列,卢森堡,3,0
4462,2012-9-12,以色列,俄罗斯,0,4
4463,2012-3-1,以色列,乌克兰,2,3
4464,2011-9-2,以色列,希腊,0,1
4465,2011-8-11,以色列,科特迪,3,4
4466,2011-3-30,以色列,格鲁吉,1,0
4467,2011-3-27,以色列,拉脱维,2,1
4468,2011-2-10,以色列,塞尔维,0,2
4469,2010-11-18,以色列,冰岛,3,2
4470,2010-10-10,以色列,克罗地,1,2
4471,2010-9-3,以色列,马耳他,3,1
4472,2009-10-11,以色列,摩尔多,3,1
4473,2009-9-10,以色列,卢森堡,7,0
4474,2009-9-6,以色列,拉脱维,0,1
4475,2009-3-29,以色列,希腊,1,1
4476,2009-2-12,以色列,匈牙利,1,0
4477,2008-11-20,以色列,科特迪,2,2
4478,2008-9-7,以色列,瑞士,2,2
4479,2008-3-27,以色列,智利,1,0
4480,2008-2-7,以色列,罗马尼,1,0
4481,2007-11-22,以色列,马其顿,1,0
4482,2007-11-18,以色列,俄罗斯,2,1
4484,2007-3-25,以色列,英格兰,0,0
4486,2006-11-16,以色列,克罗地,3,4
4488,2006-3-2,以色列,丹麦,0,2
4489,2005-10-9,以色列,法罗,2,1
4492,2018-6-9,爱沙尼,摩洛哥,1,3
4493,2017-10-11,爱沙尼,波黑,1,2
4494,2017-9-3,爱沙尼,塞浦路,1,0
4495,2017-6-10,爱沙尼,比利时,0,2
4496,2017-3-28,爱沙尼,克罗地,3,0
4497,2016-10-11,爱沙尼,希腊,0,2
4498,2016-10-8,爱沙尼,直布罗,4,0
4499,2016-8-31,爱沙尼,马耳他,1,1
4500,2016-6-4,爱沙尼,拉脱维,0,0
4501,2016-6-1,爱沙尼,安道尔,2,0
4502,2016-3-29,爱沙尼,塞尔维,0,1
4503,2016-3-25,爱沙尼,挪威,0,0
4505,2015-11-12,爱沙尼,格鲁吉,3,0
4506,2015-10-13,爱沙尼,瑞士,0,1
4507,2015-9-5,爱沙尼,立陶宛,1,0
4508,2015-6-14,爱沙尼,圣马力,2,0
4509,2015-3-31,爱沙尼,冰岛,1,1
4510,2014-11-19,爱沙尼,约旦,1,0
4511,2014-10-12,爱沙尼,英格兰,0,1
4512,2014-9-9,爱沙尼,斯洛文,1,0
4514,2013-11-16,爱沙尼,阿塞拜,2,1
4515,2013-10-12,爱沙尼,土耳其,0,2
4516,2013-9-7,爱沙尼,荷兰,2,2
4518,2013-6-4,爱沙尼,白俄,0,2
4519,2013-3-27,爱沙尼,安道尔,2,0
4520,2012-10-13,爱沙尼,匈牙利,0,1
4521,2012-9-8,爱沙尼,罗马尼,0,2
4523,2011-11-12,爱沙尼,爱尔兰,0,4
4524,2011-10-12,爱沙尼,乌克兰,0,2
4525,2011-9-7,爱沙尼,北爱,4,1
4526,2011-3-30,爱沙尼,塞尔维,1,1
4527,2011-3-26,爱沙尼,乌拉圭,2,0
4528,2011-2-10,爱沙尼,保加利,2,2
